data,poble,regio,text
2028-09-01,Manlleu,cat,"El temps a Manlleu flueix com un riu tranquil, sense presses, amb una bellesa que no necessita explicacions."
2028-09-02,Sant Pere de Vilamajor,cat,"A Sant Pere de Vilamajor, la brisa murmura històries suaus mentre el sol dibuixa ombres plenes d’harmonia."
2028-09-03,Barx,val,"A Barx, la roba estesa al terrat s'ha assecat en quaranta minuts. El sol ha enviat la factura. El veí l'ha pagada content."
2028-09-04,Lloret de Vistalegre,bal,"A Lloret de Vistalegre, es sol ha decidit quedar-se fins a nou avís i ningú no s'hi ha oposat."
2028-09-05,Riudellots de la Selva,cat,"Tal com recull sempresol.cat, Riudellots de la Selva es vesteix avui de llum i serenor, amb un clima que inspira pausa i contemplació."
2028-09-06,La Palma d'Ebre,cat,"A La Palma d'Ebre, el temps és tan agradable que fins els núvols han decidit agafar-se uns dies lliures i marxar de vacances. Aprofita l’excusa i fes-te núvol per un dia!"
2028-09-07,Sedaví,val,"A Sedaví, hui fa un temps tan bo que fins els pessimistes han eixit al carrer a prendre el sol."
2028-09-08,L'Espluga de Francolí,cat,"El sol a L'Espluga de Francolí està tan a gust que no ha trobat cap motiu per amagar-se, així que aquesta nit, també farà sol."
2028-09-09,Forallac,cat,"A Forallac, el temps és tan equilibrat que podria substituir un coach de benestar."
2028-09-10,Sollana,val,"A Sollana, els núvols han agafat el primer autobús i no han tornat. Bon viatge."
2028-09-11,Selva,bal,"A Selva, es temps és tan bo que revisar sa previsió s'ha convertit en un simple tràmit formal."
2028-09-12,Llagostera,cat,"A Llagostera, el sol brilla amb tanta constància que ja forma part del mobiliari urbà."
2028-09-13,Sarroca de Lleida,cat,El temps a Sarroca de Lleida és tan agradable que fins quedar-se a dins genera un lleu sentiment de culpa.
2028-09-14,Torrechiva,val,"A Torrechiva, hui fa un dia tan bo que sortir de casa s'ha convertit en una obligació moral."
2028-09-15,Gironella,cat,Gironella viu un temps tan radiant que fins i tot les ombres porten ulleres de sol.
2028-09-16,Gessa,aran,"En Gessa, eth cuiner a decidit hèr era olla aranesa damb eth calor deth balcon. Eth sòu a hèit miei-a feina. Es convidats an aprovat era iniciativa."
2028-09-17,Gandesa,cat,"A Gandesa, el sol treballa hores extra i es nega a fer pauses. Ja veurem a quan ens pujarà la factura, però de moment, gaudim..."
